,+/-,3P,3P%,3PA,AST,Away,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,G#,GS,GmSc,MP,ORB,Opp,PF,PTS,Result,STL,Season,Series,TOV,TRB,Tm
53,+6,1,.333,3,7,@,2,1,2011-03-06,8,.500,16,5,1.000,5,54,1,1,15.4,35:12,0,PHI,3,22,L (-8),0,2010-2011,Regular Season,4,1,GSW
54,+20,2,.400,5,6,@,1,3,2011-03-08,10,.556,18,1,1.000,1,55,1,1,20.8,39:12,4,CLE,3,23,W (+10),2,2010-2011,Regular Season,3,7,GSW
55,-13,2,.500,4,3,@,0,3,2011-03-09,6,.400,15,1,1.000,1,56,1,1,7.7,30:17,0,NJN,3,15,L (-4),2,2010-2011,Regular Season,3,3,GSW
56,+1,4,.400,10,12,,0,4,2011-03-11,8,.421,19,2,1.000,2,57,1,1,17.9,39:49,0,ORL,4,22,W (+3),3,2010-2011,Regular Season,5,4,GSW
57,+18,4,.667,6,6,,0,8,2011-03-13,8,.533,15,4,1.000,4,58,1,1,24.2,37:55,1,MIN,2,24,W (+23),2,2010-2011,Regular Season,1,9,GSW
58,-12,5,.625,8,1,@,1,3,2011-03-14,7,.500,14,0,,0,59,1,1,11.9,23:56,0,SAC,1,19,L (-10),1,2010-2011,Regular Season,3,3,GSW
59,-10,2,.500,4,5,,0,0,2011-03-16,4,.400,10,0,.000,1,60,1,1,4.9,32:14,0,DAL,2,10,L (-6),1,2010-2011,Regular Season,3,0,GSW
60,-18,2,.400,5,5,@,0,1,2011-03-18,6,.462,13,1,1.000,1,61,1,1,9.6,34:40,1,PHO,3,15,L (-11),0,2010-2011,Regular Season,2,2,GSW
61,-8,1,.333,3,6,@,0,5,2011-03-20,4,.333,12,2,.667,3,62,1,1,6.6,31:02,1,DAL,4,11,L (-28),0,2010-2011,Regular Season,2,6,GSW
62,-12,1,.500,2,2,@,0,0,2011-03-21,3,.375,8,1,1.000,1,63,1,1,2.4,19:57,0,SAS,4,8,L (-15),0,2010-2011,Regular Season,1,0,GSW
63,-14,2,.667,3,6,@,0,3,2011-03-23,7,.438,16,0,,0,64,1,1,10.2,29:58,3,HOU,4,16,L (-19),1,2010-2011,Regular Season,4,6,GSW
64,+43,4,.667,6,8,,0,3,2011-03-25,7,.538,13,5,1.000,5,65,1,1,19.4,36:19,0,TOR,2,23,W (+38),0,2010-2011,Regular Season,3,3,GSW
65,+11,1,.250,4,4,,1,4,2011-03-27,3,.273,11,3,1.000,3,66,1,1,2.9,28:17,1,WAS,5,10,W (+10),1,2010-2011,Regular Season,5,5,GSW
66,+6,5,.625,8,5,@,0,5,2011-03-29,13,.565,23,4,1.000,4,67,1,1,24.6,48:31,1,OKC,3,35,L (-1),2,2010-2011,Regular Season,6,6,GSW
67,-21,1,.167,6,9,@,0,2,2011-03-30,2,.143,14,1,1.000,1,68,1,1,0.1,31:05,4,MEM,4,6,L (-19),1,2010-2011,Regular Season,6,6,GSW
68,+9,1,.333,3,8,,0,4,2011-04-02,3,.375,8,5,1.000,5,69,1,1,11.4,31:31,0,DAL,5,12,W (+7),2,2010-2011,Regular Season,3,4,GSW
69,+20,3,.600,5,4,@,1,7,2011-04-05,10,.476,21,5,.833,6,70,1,1,22.4,42:06,1,POR,2,28,W (+21),2,2010-2011,Regular Season,2,8,GSW
70,+2,2,.333,6,5,,0,4,2011-04-06,8,.348,23,2,1.000,2,71,1,1,12.0,42:05,2,LAL,3,20,W (+8),2,2010-2011,Regular Season,2,6,GSW
71,+1,3,.500,6,8,,0,3,2011-04-10,11,.647,17,2,1.000,2,72,1,1,24.5,32:18,3,SAC,4,27,L (-1),1,2010-2011,Regular Season,3,6,GSW
72,-8,3,.750,4,5,@,0,4,2011-04-11,10,.769,13,4,1.000,4,73,1,1,21.9,35:32,1,DEN,1,27,L (-23),0,2010-2011,Regular Season,5,5,GSW
73,+16,2,.500,4,9,,0,3,2011-04-13,7,.636,11,2,1.000,2,74,1,1,17.7,24:09,0,POR,4,18,W (+24),0,2010-2011,Regular Season,1,3,GSW
0,-5,0,.000,4,4,,2,3,2011-12-25,2,.167,12,0,.000,1,1,1,1,-2.1,33:28,2,LAC,4,4,L (-19),2,2011-2012,Regular Season,5,5,GSW
1,+11,1,.333,3,10,,0,6,2011-12-26,7,.583,12,6,.857,7,2,1,1,24.9,37:29,1,CHI,4,21,W (+8),6,2011-2012,Regular Season,4,7,GSW
2,-22,3,.375,8,4,,0,4,2011-12-31,9,.600,15,0,,0,3,1,1,11.9,30:17,0,PHI,3,21,L (-28),0,2011-2012,Regular Season,5,4,GSW
3,-3,2,.667,3,2,@,0,2,2012-01-02,4,.500,8,0,,0,4,1,1,5.0,23:22,0,PHO,5,10,L (-11),1,2011-2012,Regular Season,2,2,GSW
4,+2,3,.750,4,8,@,0,3,2012-01-04,7,.636,11,3,1.000,3,5,1,1,18.8,30:21,0,SAS,2,20,L (-6),0,2011-2012,Regular Season,2,3,GSW
5,-4,2,.333,6,3,,0,1,2012-01-20,5,.333,15,0,,0,6,1,1,2.8,29:04,1,IND,2,12,L (-3),0,2011-2012,Regular Season,3,2,GSW
6,-7,2,.286,7,5,,0,3,2012-01-23,8,.444,18,0,,0,7,1,1,11.9,36:05,3,MEM,3,18,L (-1),3,2011-2012,Regular Season,5,6,GSW
7,+7,6,.750,8,7,,0,6,2012-01-25,12,.632,19,2,.667,3,8,1,1,32.8,37:54,0,POR,0,32,W (+8),4,2011-2012,Regular Season,1,6,GSW
8,-9,2,.286,7,6,,0,2,2012-01-27,6,.375,16,1,1.000,1,9,1,1,7.4,27:22,0,OKC,4,15,L (-11),2,2011-2012,Regular Season,4,2,GSW
9,+3,0,.000,3,8,,1,3,2012-01-31,1,.143,7,1,.500,2,10,1,1,5.9,26:00,0,SAC,1,3,W (+3),1,2011-2012,Regular Season,0,3,GSW
10,+18,2,.400,5,12,,0,5,2012-02-02,10,.714,14,7,.875,8,11,1,1,31.1,38:15,0,UTA,4,29,W (+18),3,2011-2012,Regular Season,3,5,GSW
11,-11,3,.375,8,9,@,0,0,2012-02-04,4,.286,14,0,,0,12,1,1,9.1,29:02,2,SAC,1,11,L (-8),4,2011-2012,Regular Season,5,2,GSW
12,+13,1,.500,2,10,,0,6,2012-02-07,7,.778,9,1,.500,2,13,1,1,19.4,42:56,1,OKC,3,16,L (-3),2,2011-2012,Regular Season,3,7,GSW
13,+15,6,.667,9,7,@,2,7,2012-02-09,13,.765,17,4,.571,7,14,1,1,34.3,35:55,0,DEN,3,36,W (+8),0,2011-2012,Regular Season,1,7,GSW
14,+4,3,.500,6,5,,0,0,2012-02-12,5,.357,14,1,1.000,1,15,1,1,8.1,34:09,0,HOU,4,14,W (+9),2,2011-2012,Regular Season,2,0,GSW
15,+2,1,.250,4,5,,0,5,2012-02-13,3,.300,10,2,1.000,2,16,1,1,7.8,31:53,2,PHO,2,9,W (+6),1,2011-2012,Regular Season,2,7,GSW
16,+7,0,.000,2,8,,2,2,2012-02-15,3,.300,10,2,1.000,2,17,1,1,9.7,37:44,1,POR,2,8,L (-2),2,2011-2012,Regular Season,2,3,GSW
17,-12,3,.600,5,4,@,0,1,2012-02-17,4,.308,13,0,,0,18,1,1,2.5,27:56,1,OKC,2,11,L (-23),0,2011-2012,Regular Season,4,2,GSW
18,+9,6,.667,9,6,@,0,1,2012-02-18,13,.619,21,4,1.000,4,19,1,1,29.7,40:14,1,MEM,5,36,L (-1),2,2011-2012,Regular Season,2,2,GSW
19,+16,3,.600,5,6,,1,3,2012-02-20,3,.500,6,2,1.000,2,20,1,1,9.6,33:16,0,LAC,3,11,W (+7),0,2011-2012,Regular Season,3,3,GSW
20,+13,1,.333,3,2,@,0,0,2012-02-22,3,.429,7,2,1.000,2,21,1,1,7.3,10:00,0,PHO,1,9,W (+2),2,2011-2012,Regular Season,1,0,GSW
21,+2,0,,0,0,@,0,0,2012-02-29,0,,0,0,,0,22,1,0,0.0,0:03,0,ATL,0,0,W (+3),0,2011-2012,Regular Season,0,0,GSW
22,+10,2,.667,3,1,@,0,1,2012-03-05,5,.714,7,0,,0,23,1,0,10.7,9:18,0,WAS,1,12,W (+20),1,2011-2012,Regular Season,0,1,GSW
23,+4,1,.500,2,3,,0,4,2012-03-07,7,.636,11,0,,0,24,1,0,10.2,24:16,0,MEM,3,15,L (-18),0,2011-2012,Regular Season,2,4,GSW
24,+10,2,.500,4,2,,0,2,2012-03-10,4,.571,7,0,,0,25,1,1,6.7,16:19,0,DAL,0,10,W (+24),1,2011-2012,Regular Season,3,2,GSW
25,+6,0,.000,1,1,@,0,3,2012-03-11,0,.000,3,0,,0,26,1,1,-1.5,9:13,0,LAC,0,0,W (+4),0,2011-2012,Regular Season,1,3,GSW
0,-7,6,.600,10,7,,0,4,2012-11-02,10,.500,20,0,.000,1,2,1,1,18.2,42:30,1,MEM,3,26,L (-10),1,2012-2013,Regular Season,4,5,GSW
1,+6,2,.286,7,4,@,0,4,2012-11-03,6,.375,16,9,.900,10,3,1,1,14.2,43:02,0,LAC,4,23,W (+4),3,2012-2013,Regular Season,5,4,GSW
2,0,2,.333,6,8,@,0,5,2012-11-05,3,.200,15,4,.800,5,4,1,1,7.3,39:02,1,SAC,2,12,L (-2),1,2012-2013,Regular Season,3,6,GSW
3,+7,2,.333,6,6,,0,5,2012-11-07,8,.571,14,3,1.000,3,5,1,1,17.9,36:28,0,CLE,3,21,W (+10),2,2012-2013,Regular Season,3,5,GSW
4,-19,2,.333,6,5,@,0,3,2012-11-09,6,.375,16,4,1.000,4,6,1,1,14.6,30:16,0,LAL,0,18,L (-24),1,2012-2013,Regular Season,0,3,GSW
5,-5,3,.500,6,3,,0,5,2012-11-10,7,.412,17,2,1.000,2,7,1,1,10.5,37:12,0,DEN,5,19,L (-6),3,2012-2013,Regular Season,4,5,GSW
6,+1,0,.000,5,7,,0,1,2012-11-14,4,.333,12,4,1.000,4,8,1,1,8.2,32:31,0,ATL,3,12,W (+4),3,2012-2013,Regular Season,4,1,GSW
7,+19,0,.000,3,6,@,1,2,2012-11-16,7,.583,12,3,1.000,3,9,1,1,13.9,29:09,2,MIN,6,17,W (+8),1,2012-2013,Regular Season,3,4,GSW
8,-11,4,.500,8,6,@,0,1,2012-11-18,9,.529,17,0,,0,10,1,1,15.1,33:21,1,OKC,2,22,L (-10),0,2012-2013,Regular Season,3,2,GSW
9,+3,3,.429,7,9,@,0,6,2012-11-19,9,.429,21,10,1.000,10,11,1,1,25.2,43:16,0,DAL,2,31,W (+4),2,2012-2013,Regular Season,4,6,GSW
10,+9,2,.500,4,4,,0,6,2012-11-21,7,.538,13,9,.900,10,12,1,1,20.1,41:35,0,BRK,2,25,W (+9),0,2012-2013,Regular Season,2,6,GSW
11,-18,2,1.000,2,3,@,0,1,2012-11-23,2,.400,5,0,,0,13,1,1,0.1,25:46,0,DEN,4,6,L (-11),0,2012-2013,Regular Season,4,1,GSW
12,+22,5,.500,10,6,,0,2,2012-11-24,7,.368,19,1,1.000,1,14,1,1,11.1,38:53,0,MIN,3,20,W (+11),1,2012-2013,Regular Season,3,2,GSW
13,+2,4,.571,7,10,,0,3,2012-11-29,7,.412,17,2,1.000,2,15,1,1,18.9,45:07,1,DEN,4,20,W (+1),4,2012-2013,Regular Season,3,4,GSW
14,+6,3,.600,5,11,,0,1,2012-12-01,7,.500,14,3,1.000,3,16,1,1,17.4,37:07,0,IND,4,20,W (+11),2,2012-2013,Regular Season,4,1,GSW
15,-3,3,.500,6,11,,0,4,2012-12-03,9,.429,21,4,.800,5,17,1,1,24.1,44:12,1,ORL,0,25,L (-8),2,2012-2013,Regular Season,1,5,GSW
16,+10,4,.667,6,10,@,0,3,2012-12-05,7,.467,15,4,1.000,4,18,1,1,24.4,37:16,0,DET,2,22,W (+7),4,2012-2013,Regular Season,1,3,GSW
17,+8,5,.556,9,5,@,0,3,2012-12-07,10,.526,19,3,1.000,3,19,1,1,25.4,42:59,1,BRK,1,28,W (+7),2,2012-2013,Regular Season,0,4,GSW
18,-5,2,.250,8,5,@,0,2,2012-12-08,7,.467,15,6,.857,7,20,1,1,14.3,35:28,1,WAS,1,22,W (+4),0,2012-2013,Regular Season,4,3,GSW
19,+3,4,.571,7,7,@,0,6,2012-12-10,10,.455,22,3,.750,4,21,1,1,18.6,36:33,1,CHA,5,27,W (+8),1,2012-2013,Regular Season,3,7,GSW
20,+9,1,.333,3,7,@,0,3,2012-12-12,4,.400,10,0,,0,22,1,1,5.4,41:45,0,MIA,0,9,W (+2),2,2012-2013,Regular Season,6,3,GSW
21,-6,2,.400,5,3,@,0,2,2012-12-14,8,.421,19,7,.875,8,23,1,1,16.9,42:54,1,ORL,0,25,L (-14),0,2012-2013,Regular Season,1,3,GSW
22,+20,3,.273,11,11,@,0,8,2012-12-15,6,.300,20,3,1.000,3,24,1,1,15.1,36:12,0,ATL,1,18,W (+22),3,2012-2013,Regular Season,4,8,GSW
23,+3,1,.333,3,3,,0,3,2012-12-18,5,.385,13,2,1.000,2,25,1,1,7.5,39:17,2,NOH,2,13,W (+7),0,2012-2013,Regular Season,2,5,GSW
24,0,7,.583,12,4,@,1,6,2012-12-19,11,.458,24,3,1.000,3,26,1,1,19.5,41:46,0,SAC,6,32,L (-4),1,2012-2013,Regular Season,4,6,GSW
25,+7,8,.615,13,8,,2,3,2012-12-21,9,.529,17,1,1.000,1,27,1,1,23.8,35:41,0,CHA,2,27,W (+15),0,2012-2013,Regular Season,2,3,GSW
26,+6,3,.300,10,7,,0,7,2012-12-22,8,.348,23,1,1.000,1,28,1,1,13.2,44:31,1,LAL,4,20,L (-3),4,2012-2013,Regular Season,4,8,GSW
27,+12,4,.571,7,7,@,1,6,2012-12-26,7,.389,18,5,.833,6,29,1,1,20.6,37:51,2,UTA,0,23,W (+11),1,2012-2013,Regular Season,2,8,GSW
28,+7,1,.250,4,6,,0,5,2012-12-28,5,.455,11,0,,0,30,1,1,6.8,39:23,0,PHI,3,11,W (+7),1,2012-2013,Regular Season,4,5,GSW
29,+19,4,.800,5,9,,2,3,2012-12-29,8,.615,13,2,1.000,2,31,1,1,22.2,34:43,1,BOS,3,22,W (+18),3,2012-2013,Regular Season,5,4,GSW
30,+27,6,.750,8,8,,0,5,2013-01-02,11,.688,16,3,.750,4,32,1,1,28.4,43:09,1,LAC,3,31,W (+21),2,2012-2013,Regular Season,4,6,GSW
31,-31,1,.200,5,5,@,0,0,2013-01-05,4,.364,11,1,1.000,1,33,1,1,5.4,29:00,0,LAC,0,10,L (-26),0,2012-2013,Regular Season,2,0,GSW
32,-12,4,.500,8,4,,0,3,2013-01-09,10,.455,22,0,.000,1,34,1,1,13.8,40:31,1,MEM,2,24,L (-7),2,2012-2013,Regular Season,4,4,GSW
33,-1,3,.375,8,12,,1,3,2013-01-11,7,.318,22,5,1.000,5,35,1,1,21.0,43:36,0,POR,1,22,W (+6),3,2012-2013,Regular Season,1,3,GSW
34,-13,7,.778,9,7,@,0,0,2013-01-13,11,.611,18,0,,0,36,1,1,24.1,41:01,0,DEN,4,29,L (-11),1,2012-2013,Regular Season,1,0,GSW
35,+11,2,.250,8,7,@,0,2,2013-01-19,5,.294,17,8,.800,10,37,1,1,17.7,38:29,1,NOH,2,20,W (+4),4,2012-2013,Regular Season,1,3,GSW
36,+7,6,.750,8,6,,0,3,2013-01-21,9,.643,14,4,1.000,4,38,1,1,23.3,36:38,0,LAC,4,28,W (+7),0,2012-2013,Regular Season,2,3,GSW
37,+8,3,.214,14,7,,0,2,2013-01-23,11,.407,27,6,1.000,6,39,1,1,24.3,41:36,1,OKC,1,31,W (+5),4,2012-2013,Regular Season,2,3,GSW
38,-15,3,.429,7,1,@,0,1,2013-01-25,7,.389,18,4,1.000,4,40,1,1,9.8,36:39,0,CHI,1,21,L (-16),0,2012-2013,Regular Season,2,1,GSW
39,-8,5,.556,9,7,@,0,0,2013-01-26,8,.421,19,5,1.000,5,41,1,1,20.4,36:50,2,MIL,2,26,L (-7),1,2012-2013,Regular Season,2,2,GSW
40,0,1,.333,3,5,@,0,0,2013-01-28,7,.583,12,2,1.000,2,42,1,1,14.2,26:16,1,TOR,1,17,W (+12),1,2012-2013,Regular Season,2,1,GSW
41,+28,6,.600,10,8,,0,2,2013-02-02,11,.550,20,1,1.000,1,43,1,1,24.4,42:25,0,PHO,3,29,W (+20),2,2012-2013,Regular Season,2,2,GSW
42,-27,1,.200,5,9,@,1,4,2013-02-05,3,.250,12,0,,0,44,1,1,5.2,28:10,0,HOU,2,7,L (-31),0,2012-2013,Regular Season,2,4,GSW
43,-8,2,.286,7,11,@,0,5,2013-02-06,5,.250,20,2,1.000,2,45,1,1,7.1,36:08,3,OKC,3,14,L (-21),1,2012-2013,Regular Season,6,8,GSW
44,+2,4,.444,9,8,@,0,2,2013-02-08,11,.500,22,6,1.000,6,46,1,1,27.7,39:54,3,MEM,4,32,L (-6),2,2012-2013,Regular Season,2,5,GSW
45,-22,1,.333,3,4,@,0,4,2013-02-09,8,.348,23,1,1.000,1,47,1,1,6.4,30:45,3,DAL,2,18,L (-25),1,2012-2013,Regular Season,5,7,GSW
46,-3,2,.400,5,6,,0,5,2013-02-12,10,.526,19,5,.833,6,48,1,1,21.4,34:37,0,HOU,4,27,L (-9),1,2012-2013,Regular Season,1,5,GSW
47,-18,4,.444,9,4,@,0,3,2013-02-19,12,.545,22,1,1.000,1,49,1,1,19.3,37:32,2,UTA,3,29,L (-14),1,2012-2013,Regular Season,4,5,GSW
48,+16,2,.333,6,11,,0,3,2013-02-20,8,.500,16,2,1.000,2,50,1,1,19.2,40:44,0,PHO,1,20,W (+10),1,2012-2013,Regular Season,2,3,GSW
49,0,3,.333,9,6,,0,4,2013-02-22,6,.353,17,4,.800,5,51,1,1,12.7,44:55,0,SAS,2,19,W (+6),1,2012-2013,Regular Season,2,4,GSW
50,+1,1,.200,5,5,@,0,4,2013-02-24,6,.400,15,5,1.000,5,52,1,1,12.3,33:34,1,MIN,5,18,W (+1),5,2012-2013,Regular Season,6,5,GSW
51,-12,7,.700,10,4,@,1,2,2013-02-26,14,.700,20,3,.750,4,53,1,1,29.1,36:43,0,IND,3,38,L (-11),3,2012-2013,Regular Season,6,2,GSW
52,-4,11,.846,13,7,@,0,6,2013-02-27,18,.643,28,7,1.000,7,54,1,1,46.1,48:00,0,NYK,3,54,L (-4),3,2012-2013,Regular Season,4,6,GSW
53,+7,3,.273,11,6,@,0,1,2013-03-01,6,.273,22,10,1.000,10,55,1,1,12.7,42:03,0,BOS,2,25,L (-8),1,2012-2013,Regular Season,4,1,GSW
54,+2,3,.333,9,9,@,0,3,2013-03-02,11,.550,20,5,.714,7,56,1,1,25.0,41:55,0,PHI,2,30,L (-7),3,2012-2013,Regular Season,4,3,GSW
55,+1,2,.400,5,12,,0,3,2013-03-04,8,.500,16,8,1.000,8,57,1,1,20.7,41:56,2,TOR,5,26,W (+7),0,2012-2013,Regular Season,6,5,GSW
56,-2,2,.400,5,8,,0,4,2013-03-06,3,.273,11,5,1.000,5,58,1,1,8.4,34:15,1,SAC,4,13,W (+4),2,2012-2013,Regular Season,6,5,GSW
57,-9,3,.375,8,8,,0,4,2013-03-08,8,.381,21,5,.714,7,59,1,1,17.2,42:55,1,HOU,5,24,L (-6),1,2012-2013,Regular Season,1,5,GSW
58,-12,2,.333,6,10,,0,1,2013-03-09,7,.389,18,0,,0,60,1,1,8.6,39:14,1,MIL,4,16,L (-10),0,2012-2013,Regular Season,4,2,GSW
59,+26,6,.600,10,3,,0,5,2013-03-11,9,.500,18,2,1.000,2,61,1,1,19.9,36:56,1,NYK,1,26,W (+29),1,2012-2013,Regular Season,2,6,GSW
60,+15,5,.714,7,8,,0,1,2013-03-13,11,.647,17,4,1.000,4,62,1,1,27.1,42:54,1,DET,0,31,W (+8),1,2012-2013,Regular Season,4,2,GSW
61,-32,0,.000,5,4,,0,0,2013-03-15,2,.154,13,4,1.000,4,63,1,1,0.7,29:48,0,CHI,2,8,L (-18),0,2012-2013,Regular Season,1,0,GSW
62,+22,5,.455,11,11,@,1,5,2013-03-17,12,.545,22,0,,0,64,1,1,26.9,44:32,0,HOU,1,29,W (+30),2,2012-2013,Regular Season,3,5,GSW
63,+19,6,.667,9,3,@,0,6,2013-03-18,10,.526,19,4,1.000,4,65,1,1,17.1,38:40,1,NOH,3,30,W (+21),0,2012-2013,Regular Season,7,7,GSW
64,-12,4,.500,8,3,@,0,3,2013-03-20,8,.400,20,4,.800,5,66,1,1,15.5,35:37,1,SAS,0,24,L (-11),2,2012-2013,Regular Season,3,4,GSW
65,+9,6,.600,10,8,,0,2,2013-03-23,13,.722,18,3,.750,4,67,1,1,31.6,31:39,0,WAS,2,35,W (+9),2,2012-2013,Regular Season,3,2,GSW
66,+3,3,.333,9,10,,0,7,2013-03-25,9,.375,24,4,.571,7,68,1,1,16.1,43:00,0,LAL,4,25,W (+6),0,2012-2013,Regular Season,2,7,GSW
67,+1,2,.222,9,12,,0,3,2013-03-27,5,.278,18,5,.833,6,69,1,1,16.5,45:35,2,SAC,3,17,L (-7),4,2012-2013,Regular Season,3,5,GSW
68,+15,7,.583,12,6,,0,3,2013-03-30,14,.636,22,4,1.000,4,70,1,1,32.9,37:28,2,POR,2,39,W (+27),1,2012-2013,Regular Season,3,5,GSW
69,+14,4,.400,10,9,,0,3,2013-04-03,6,.429,14,4,1.000,4,71,1,1,16.8,35:57,0,NOH,5,20,W (+10),1,2012-2013,Regular Season,2,3,GSW
70,+14,3,.375,8,15,@,0,1,2013-04-05,6,.400,15,3,1.000,3,72,1,1,18.7,40:58,0,PHO,5,18,W (+4),4,2012-2013,Regular Season,4,1,GSW
71,-5,4,.444,9,5,,0,3,2013-04-07,8,.421,19,2,1.000,2,73,1,1,11.8,45:09,1,UTA,3,22,L (-7),1,2012-2013,Regular Season,5,4,GSW
72,+12,2,.222,9,10,,1,3,2013-04-09,9,.429,21,4,.800,5,74,1,1,18.2,39:10,1,MIN,4,24,W (+16),1,2012-2013,Regular Season,3,4,GSW
73,-9,3,.500,6,7,,0,3,2013-04-11,9,.500,18,1,1.000,1,75,1,1,16.8,34:55,0,OKC,0,22,L (-19),2,2012-2013,Regular Season,4,3,GSW
74,+3,9,.600,15,9,@,0,3,2013-04-12,17,.548,31,4,1.000,4,76,1,1,42.2,44:17,3,LAL,3,47,L (-2),3,2012-2013,Regular Season,1,6,GSW
75,+13,7,.538,13,5,,0,7,2013-04-15,13,.565,23,2,1.000,2,77,1,1,29.4,38:42,1,SAS,0,35,W (+10),2,2012-2013,Regular Season,3,8,GSW
76,+9,4,.364,11,5,@,0,1,2013-04-17,5,.313,16,1,1.000,1,78,1,1,11.5,31:41,1,POR,2,15,W (+11),3,2012-2013,Regular Season,1,2,GSW
0,-8,9,.643,14,9,@,0,3,2013-10-31,14,.609,23,1,1.000,1,2,1,1,22.5,38:29,0,LAC,3,38,L (-11),0,2013-2014,Regular Season,11,3,GSW
1,+18,5,.625,8,12,,0,1,2013-11-02,8,.615,13,1,1.000,1,3,1,1,17.2,32:30,0,SAC,4,22,W (+11),1,2013-2014,Regular Season,7,1,GSW
2,+34,2,.222,9,12,@,1,7,2013-11-04,7,.438,16,2,1.000,2,4,1,1,25.9,29:13,3,PHI,0,18,W (+20),5,2013-2014,Regular Season,2,10,GSW
3,+3,0,.000,3,7,@,0,1,2013-11-06,2,.250,8,1,.500,2,5,1,1,4.6,24:11,0,MIN,1,5,W (+13),1,2013-2014,Regular Season,1,1,GSW
4,-9,4,.400,10,5,@,0,1,2013-11-09,7,.389,18,4,1.000,4,6,1,1,16.3,34:22,1,MEM,1,22,L (-18),3,2013-2014,Regular Season,3,2,GSW
5,+20,2,.500,4,8,,0,1,2013-11-12,7,.700,10,9,1.000,9,7,1,1,24.8,29:00,1,DET,4,25,W (+18),1,2013-2014,Regular Season,2,2,GSW
6,-4,4,.500,8,9,,0,5,2013-11-14,8,.364,22,2,.667,3,8,1,1,14.6,43:07,0,OKC,4,22,W (+1),1,2013-2014,Regular Season,2,5,GSW
7,+18,0,.000,5,11,,0,3,2013-11-16,7,.350,20,1,.500,2,9,1,1,12.6,38:31,0,UTA,1,15,W (+14),1,2013-2014,Regular Season,0,3,GSW
8,+22,4,.571,7,8,@,0,4,2013-11-18,7,.467,15,4,1.000,4,10,1,1,18.9,33:15,2,UTA,4,22,W (+11),3,2013-2014,Regular Season,5,6,GSW
