,+/-,3P,3P%,3PA,AST,Away,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,G#,GS,GmSc,MP,ORB,Opp,PF,PTS,Result,STL,Season,Series,TOV,TRB,Tm
9,-6,2,.222,9,11,,0,3,2013-11-23,8,.381,21,4,.800,5,11,1,1,14.3,37:10,0,POR,1,22,L (-12),1,2013-2014,Regular Season,5,3,GSW
10,-2,2,.400,5,9,@,1,7,2013-11-26,7,.350,20,0,,0,12,1,1,14.8,42:05,1,NOP,2,16,W (+1),3,2013-2014,Regular Season,2,8,GSW
11,-3,6,.600,10,8,@,0,4,2013-11-27,9,.474,19,5,1.000,5,13,1,1,19.9,42:24,0,DAL,3,29,L (-4),1,2013-2014,Regular Season,6,4,GSW
12,+4,4,.400,10,5,@,0,9,2013-11-29,13,.500,26,2,.667,3,14,1,1,21.6,44:42,2,OKC,4,32,L (-1),0,2013-2014,Regular Season,3,11,GSW
13,+1,5,.625,8,10,@,1,2,2013-12-01,14,.583,24,3,1.000,3,15,1,1,28.7,40:10,0,SAC,1,36,W (+2),3,2013-2014,Regular Season,7,2,GSW
14,+16,3,.429,7,10,,1,3,2013-12-03,8,.533,15,8,.800,10,16,1,1,29.1,43:25,0,TOR,1,27,W (+9),5,2013-2014,Regular Season,3,3,GSW
15,-12,1,.200,5,5,@,0,1,2013-12-06,5,.357,14,11,1.000,11,17,1,1,11.4,32:28,0,HOU,4,22,L (-22),3,2013-2014,Regular Season,8,1,GSW
16,+21,2,.286,7,15,@,1,5,2013-12-07,7,.438,16,6,.857,7,18,1,1,24.0,45:21,1,MEM,4,22,W (+26),0,2013-2014,Regular Season,1,6,GSW
17,+3,5,.313,16,9,@,2,5,2013-12-09,14,.438,32,10,.833,12,19,1,1,29.7,45:40,1,CHA,4,43,L (-4),0,2013-2014,Regular Season,4,6,GSW
18,+5,6,.545,11,10,,0,4,2013-12-11,13,.520,25,1,1.000,1,20,1,1,22.7,43:56,0,DAL,3,33,W (+2),3,2013-2014,Regular Season,8,4,GSW
19,-18,1,.200,5,9,,0,2,2013-12-13,5,.417,12,9,.818,11,21,1,1,11.3,39:07,0,HOU,6,20,L (-4),0,2013-2014,Regular Season,6,2,GSW
20,-4,4,.571,7,7,@,0,6,2013-12-15,8,.471,17,10,.909,11,22,1,1,23.8,42:22,0,PHO,2,30,L (-4),3,2013-2014,Regular Season,6,6,GSW
21,+22,2,.286,7,11,,0,3,2013-12-17,11,.579,19,4,1.000,4,23,1,1,27.2,32:40,1,NOP,3,28,W (+11),3,2013-2014,Regular Season,3,4,GSW
22,-5,6,.375,16,15,,0,2,2013-12-19,12,.429,28,0,,0,24,1,1,24.9,40:22,0,SAS,1,30,L (-2),4,2013-2014,Regular Season,5,2,GSW
23,+26,4,.444,9,10,,0,5,2013-12-21,5,.333,15,4,1.000,4,25,1,1,19.9,32:46,1,LAL,2,18,W (+19),3,2013-2014,Regular Season,1,6,GSW
24,+8,2,.667,3,7,@,1,3,2013-12-23,5,.357,14,2,.500,4,26,1,1,10.3,35:14,0,DEN,4,14,W (+8),2,2013-2014,Regular Season,2,3,GSW
25,+8,2,.333,6,11,,0,5,2013-12-25,5,.294,17,3,1.000,3,27,1,1,13.6,42:29,1,LAC,1,15,W (+2),1,2013-2014,Regular Season,2,6,GSW
26,+27,1,.167,6,16,,0,10,2013-12-27,5,.294,17,3,.600,5,28,1,1,12.4,33:33,3,PHO,3,14,W (+29),1,2013-2014,Regular Season,7,13,GSW
27,+2,5,.500,10,11,@,1,9,2013-12-29,10,.435,23,4,.800,5,29,1,1,23.4,48:12,0,CLE,3,29,W (+4),2,2013-2014,Regular Season,5,9,GSW
28,+21,1,.200,5,8,@,0,5,2013-12-31,4,.400,10,0,,0,30,1,1,4.3,29:35,0,ORL,1,9,W (+13),0,2013-2014,Regular Season,6,5,GSW
29,+16,8,.533,15,12,@,0,2,2014-01-02,13,.591,22,2,.667,3,31,1,1,30.8,43:43,0,MIA,4,36,W (+9),2,2013-2014,Regular Season,4,2,GSW
30,+12,1,.143,7,9,@,0,8,2014-01-03,7,.467,15,7,.875,8,32,1,1,16.6,34:39,0,ATL,5,22,W (+1),5,2013-2014,Regular Season,9,8,GSW
31,+35,1,.200,5,10,@,1,2,2014-01-05,5,.294,17,3,1.000,3,33,1,1,10.1,37:38,1,WAS,5,14,W (+16),1,2013-2014,Regular Season,2,3,GSW
32,+9,2,.182,11,6,@,0,0,2014-01-07,5,.278,18,3,.750,4,34,1,1,1.4,36:14,0,MIL,2,15,W (+21),1,2013-2014,Regular Season,7,0,GSW
33,-1,2,.200,10,7,@,0,5,2014-01-08,11,.440,25,10,1.000,10,35,1,1,21.3,45:28,0,BRK,5,34,L (-4),3,2013-2014,Regular Season,7,5,GSW
34,+5,3,.375,8,4,,0,6,2014-01-10,7,.389,18,2,.667,3,36,1,1,10.7,40:08,1,BOS,1,19,W (+2),1,2013-2014,Regular Season,4,7,GSW
35,+4,4,.308,13,7,,0,5,2014-01-15,7,.368,19,6,.857,7,37,1,1,15.9,39:41,0,DEN,4,24,L (-7),0,2013-2014,Regular Season,2,5,GSW
36,-10,6,.600,10,11,@,0,1,2014-01-17,11,.611,18,9,.818,11,38,1,1,32.6,37:57,2,OKC,2,37,L (-6),3,2013-2014,Regular Season,7,3,GSW
37,+15,2,.222,9,8,@,0,5,2014-01-18,10,.455,22,6,1.000,6,39,1,1,27.6,37:49,1,NOP,2,28,W (+10),4,2013-2014,Regular Season,0,6,GSW
38,-4,3,.273,11,9,,0,3,2014-01-20,9,.450,20,3,.750,4,40,1,1,17.6,41:28,0,IND,2,24,L (-8),0,2013-2014,Regular Season,2,3,GSW
39,-3,6,.600,10,15,,0,2,2014-01-24,12,.571,21,3,1.000,3,41,1,1,29.7,36:53,1,MIN,3,33,L (-1),1,2013-2014,Regular Season,5,3,GSW
40,+12,5,.625,8,8,,0,6,2014-01-26,13,.565,23,7,.700,10,42,1,1,33.6,34:38,1,POR,1,38,W (+15),2,2013-2014,Regular Season,2,7,GSW
41,-9,2,.286,7,4,,0,2,2014-01-28,8,.348,23,5,.833,6,43,1,1,9.1,37:43,0,WAS,5,23,L (-3),4,2013-2014,Regular Season,6,2,GSW
42,+23,4,1.000,4,7,,1,4,2014-01-30,8,.800,10,2,1.000,2,44,1,1,21.8,33:41,0,LAC,3,22,W (+19),1,2013-2014,Regular Season,3,4,GSW
43,+15,8,.615,13,4,@,0,2,2014-01-31,14,.538,26,8,.889,9,45,1,1,32.4,38:06,0,UTA,0,44,W (+5),0,2013-2014,Regular Season,2,2,GSW
44,-18,1,.143,7,11,,0,2,2014-02-04,8,.444,18,0,,0,46,1,1,13.8,38:13,1,CHA,2,17,L (-16),0,2013-2014,Regular Season,2,3,GSW
45,+12,4,.667,6,9,,0,3,2014-02-06,13,.684,19,4,1.000,4,47,1,1,30.9,42:45,0,CHI,3,34,W (+15),1,2013-2014,Regular Season,2,3,GSW
46,-15,3,.300,10,9,@,0,1,2014-02-08,10,.500,20,5,.833,6,48,1,1,22.1,41:09,1,PHO,2,28,L (-13),0,2013-2014,Regular Season,2,2,GSW
47,+34,6,.667,9,8,,0,3,2014-02-10,7,.636,11,3,1.000,3,49,1,1,18.8,27:17,2,PHI,3,23,W (+43),1,2013-2014,Regular Season,7,5,GSW
48,+4,4,1.000,4,7,,0,4,2014-02-12,8,.571,14,9,1.000,9,50,1,1,24.0,39:13,1,MIA,3,29,L (-1),1,2013-2014,Regular Season,5,5,GSW
49,+12,1,.250,4,8,@,0,1,2014-02-19,5,.357,14,2,.667,3,51,1,1,10.9,35:51,0,SAC,2,13,W (+9),1,2013-2014,Regular Season,0,1,GSW
50,+13,5,.625,8,6,,0,2,2014-02-20,8,.533,15,4,1.000,4,52,1,1,20.5,38:26,0,HOU,5,25,W (+3),2,2013-2014,Regular Season,2,2,GSW
51,+12,3,.750,4,8,,0,5,2014-02-22,7,.538,13,0,,0,53,1,1,17.0,31:58,0,BRK,2,17,W (+7),2,2013-2014,Regular Season,2,5,GSW
52,-2,3,.333,9,9,@,0,5,2014-02-24,6,.400,15,4,.800,5,54,1,1,16.4,35:44,3,DET,0,19,W (+8),0,2013-2014,Regular Season,4,8,GSW
53,-12,1,.200,5,5,@,0,3,2014-02-26,2,.200,10,0,,0,55,1,1,-1.8,28:19,0,CHI,0,5,L (-20),0,2013-2014,Regular Season,5,3,GSW
54,+19,5,.455,11,11,@,1,9,2014-02-28,9,.474,19,4,1.000,4,56,1,1,25.0,30:18,2,NYK,2,27,W (+23),0,2013-2014,Regular Season,4,11,GSW
55,-1,4,.364,11,7,@,0,3,2014-03-02,13,.481,27,4,.667,6,57,1,1,19.8,43:12,1,TOR,3,34,L (-6),1,2013-2014,Regular Season,6,4,GSW
56,-7,2,.400,5,6,@,0,7,2014-03-04,7,.389,18,3,1.000,3,58,1,1,12.2,31:59,1,IND,5,19,W (+2),2,2013-2014,Regular Season,4,8,GSW
57,+28,1,.250,4,4,@,0,3,2014-03-05,6,.600,10,1,1.000,1,59,1,1,12.9,21:51,0,BOS,3,14,W (+20),1,2013-2014,Regular Season,0,3,GSW
58,+10,1,.250,4,7,,0,3,2014-03-07,5,.500,10,2,1.000,2,60,1,1,14.4,30:02,0,ATL,1,13,W (+14),1,2013-2014,Regular Season,0,3,GSW
59,+11,1,.200,5,9,,0,2,2014-03-09,7,.438,16,3,1.000,3,61,1,1,15.1,30:16,0,PHO,1,18,W (+6),0,2013-2014,Regular Season,1,2,GSW
60,-3,1,.200,5,4,,0,2,2014-03-11,4,.333,12,1,1.000,1,62,1,1,6.2,22:17,0,DAL,1,10,W (+23),3,2013-2014,Regular Season,3,2,GSW
61,+2,2,.400,5,11,@,0,4,2014-03-12,5,.455,11,1,1.000,1,63,1,1,12.7,29:18,1,LAC,3,13,L (-13),1,2013-2014,Regular Season,4,5,GSW
62,+3,5,.500,10,8,,0,4,2014-03-14,8,.471,17,6,.857,7,64,1,1,23.3,36:01,0,CLE,1,27,L (-9),3,2013-2014,Regular Season,4,4,GSW
63,-5,6,.500,12,5,@,0,4,2014-03-16,11,.458,24,9,1.000,9,65,1,1,23.7,40:08,0,POR,4,37,W (+1),1,2013-2014,Regular Season,5,4,GSW
64,+21,3,.500,6,5,,0,2,2014-03-18,9,.692,13,2,1.000,2,66,1,1,18.9,31:46,1,ORL,1,23,W (+14),0,2013-2014,Regular Season,3,3,GSW
65,+13,3,.600,5,10,,0,2,2014-03-20,9,.643,14,10,1.000,10,67,1,1,29.3,38:04,1,MIL,2,31,W (+5),1,2013-2014,Regular Season,4,3,GSW
66,-7,1,.250,4,6,,0,6,2014-03-22,5,.385,13,9,1.000,9,68,1,1,13.9,39:25,0,SAS,0,20,L (-9),1,2013-2014,Regular Season,6,6,GSW
67,+9,5,.625,8,8,,2,4,2014-03-28,13,.591,22,2,.667,3,69,1,1,28.9,38:03,1,MEM,1,33,W (+7),1,2013-2014,Regular Season,3,5,GSW
68,+5,6,.500,12,1,,0,3,2014-03-30,10,.476,21,6,.750,8,70,1,1,21.0,40:46,1,NYK,2,32,L (-5),1,2013-2014,Regular Season,2,4,GSW
69,+8,3,.375,8,10,@,0,2,2014-04-01,10,.588,17,0,,0,71,1,1,23.6,43:07,1,DAL,2,23,W (+2),2,2013-2014,Regular Season,1,3,GSW
70,-19,1,.250,4,10,@,0,0,2014-04-02,5,.333,15,0,,0,72,1,1,5.7,30:43,0,SAS,2,11,L (-21),1,2013-2014,Regular Season,4,0,GSW
71,+28,2,.400,5,5,,0,1,2014-04-04,5,.417,12,1,1.000,1,73,1,1,10.3,28:33,1,SAC,2,13,W (+33),1,2013-2014,Regular Season,1,2,GSW
72,+31,5,.500,10,16,,0,1,2014-04-06,12,.667,18,2,1.000,2,74,1,1,31.9,29:28,0,UTA,2,31,W (+28),3,2013-2014,Regular Season,5,1,GSW
73,-3,2,.286,7,6,,0,7,2014-04-10,8,.421,19,6,1.000,6,75,1,1,21.8,33:32,0,DEN,1,24,L (-1),4,2013-2014,Regular Season,2,7,GSW
74,+13,4,.800,5,12,@,0,10,2014-04-11,12,.600,20,2,1.000,2,76,1,1,27.0,34:43,0,LAL,3,30,W (+17),2,2013-2014,Regular Season,6,10,GSW
75,+6,7,.500,14,5,@,0,0,2014-04-13,16,.552,29,8,1.000,8,77,1,1,36.1,45:26,1,POR,3,47,L (-2),4,2013-2014,Regular Season,4,1,GSW
76,+10,7,.538,13,15,,0,4,2014-04-14,10,.476,21,5,1.000,5,78,1,1,30.1,41:57,1,MIN,4,32,W (+10),3,2013-2014,Regular Season,5,5,GSW
0,+20,2,.222,9,5,@,0,9,2014-10-29,7,.412,17,8,.889,9,1,1,1,21.4,36:32,1,SAC,5,24,W (+18),6,2014-2015,Regular Season,4,10,GSW
1,+30,3,.375,8,10,,0,5,2014-11-01,10,.526,19,8,1.000,8,2,1,1,30.0,34:06,0,LAL,3,31,W (+23),3,2014-2015,Regular Season,2,5,GSW
2,+12,1,.200,5,6,@,0,4,2014-11-02,6,.333,18,8,1.000,8,3,1,1,15.5,30:50,1,POR,1,21,W (+5),2,2014-2015,Regular Season,3,5,GSW
3,+21,4,.500,8,7,,0,6,2014-11-05,9,.500,18,6,1.000,6,4,1,1,20.1,33:49,0,LAC,4,28,W (+17),1,2014-2015,Regular Season,5,6,GSW
4,+13,6,.667,9,5,@,0,8,2014-11-08,13,.684,19,2,1.000,2,5,1,1,30.7,39:58,1,HOU,2,34,W (+11),4,2014-2015,Regular Season,5,9,GSW
5,-6,4,.400,10,10,@,0,2,2014-11-09,10,.500,20,4,1.000,4,6,1,1,18.6,34:04,0,PHO,5,28,L (-12),5,2014-2015,Regular Season,10,2,GSW
6,-18,0,.000,7,5,,0,6,2014-11-11,7,.389,18,2,1.000,2,7,1,1,7.7,35:46,0,SAS,2,16,L (-13),0,2014-2015,Regular Season,3,6,GSW
7,+6,3,.429,7,5,,0,2,2014-11-13,6,.500,12,2,1.000,2,8,1,1,10.8,31:56,1,BRK,5,17,W (+8),0,2014-2015,Regular Season,3,3,GSW
8,+23,3,.500,6,9,,0,3,2014-11-15,8,.533,15,0,.000,1,9,1,1,18.7,28:18,2,CHO,3,19,W (+25),1,2014-2015,Regular Season,1,5,GSW
9,+27,5,.556,9,15,@,0,4,2014-11-16,10,.526,19,5,1.000,5,10,1,1,30.4,29:56,0,LAL,0,30,W (+21),1,2014-2015,Regular Season,3,4,GSW
10,+23,2,.333,6,10,,0,5,2014-11-21,3,.333,9,0,,0,11,1,1,8.6,24:30,0,UTA,2,8,W (+13),2,2014-2015,Regular Season,4,5,GSW
11,+2,2,.333,6,6,@,0,6,2014-11-23,5,.333,15,3,.750,4,12,1,1,12.1,38:07,0,OKC,0,15,W (+5),1,2014-2015,Regular Season,1,6,GSW
12,+28,8,.727,11,7,@,1,6,2014-11-25,12,.632,19,8,.889,9,13,1,1,38.7,37:05,0,MIA,2,40,W (+17),3,2014-2015,Regular Season,2,6,GSW
13,+22,6,.750,8,8,@,0,4,2014-11-26,9,.692,13,4,.800,5,14,1,1,28.2,23:38,1,ORL,1,28,W (+15),0,2014-2015,Regular Season,1,5,GSW
14,+16,1,.100,10,6,@,2,3,2014-11-28,9,.450,20,7,1.000,7,15,1,1,18.2,32:20,1,CHO,4,26,W (+5),1,2014-2015,Regular Season,4,4,GSW
15,+11,1,.333,3,10,@,0,2,2014-11-30,5,.556,9,5,.833,6,16,1,1,18.8,28:22,1,DET,2,16,W (+11),1,2014-2015,Regular Season,1,3,GSW
16,+8,3,.333,9,5,,0,3,2014-12-02,8,.471,17,3,1.000,3,17,1,1,13.6,36:27,1,ORL,2,22,W (+1),0,2014-2015,Regular Season,4,4,GSW
17,+11,3,.500,6,11,,1,3,2014-12-04,8,.471,17,0,,0,18,1,1,21.6,30:37,0,NOP,0,19,W (+27),4,2014-2015,Regular Season,2,3,GSW
18,+7,1,.200,5,7,@,0,5,2014-12-06,5,.357,14,8,.889,9,19,1,1,15.1,36:11,1,CHI,2,19,W (+10),1,2014-2015,Regular Season,3,6,GSW
19,+22,1,.143,7,7,@,1,3,2014-12-08,10,.500,20,0,,0,20,1,1,17.0,31:20,1,MIN,3,21,W (+16),3,2014-2015,Regular Season,3,4,GSW
20,+16,3,.600,5,7,,0,6,2014-12-10,8,.533,15,1,1.000,1,21,1,1,14.9,37:27,1,HOU,3,20,W (+12),0,2014-2015,Regular Season,4,7,GSW
21,+13,3,.273,11,8,@,0,3,2014-12-13,9,.409,22,8,.889,9,22,1,1,23.9,37:11,0,DAL,1,29,W (+7),2,2014-2015,Regular Season,1,3,GSW
22,+5,6,.600,10,7,@,0,7,2014-12-14,11,.524,21,6,1.000,6,23,1,1,25.3,39:55,0,NOP,1,34,W (+6),1,2014-2015,Regular Season,6,7,GSW
23,+16,1,.100,10,6,@,0,7,2014-12-16,9,.360,25,0,,0,24,1,1,11.6,38:57,0,MEM,2,19,L (-7),4,2014-2015,Regular Season,3,7,GSW
24,+7,5,.417,12,9,,1,3,2014-12-18,14,.583,24,1,1.000,1,25,1,1,33.5,41:31,4,OKC,0,34,W (+5),4,2014-2015,Regular Season,4,7,GSW
25,+15,1,.200,5,11,,0,2,2014-12-22,5,.417,12,1,1.000,1,26,1,1,15.5,26:18,0,SAC,1,12,W (+20),3,2014-2015,Regular Season,1,2,GSW
26,-10,2,.400,5,6,@,0,2,2014-12-23,10,.714,14,0,,0,27,1,1,17.0,29:58,0,LAL,0,22,L (-10),3,2014-2015,Regular Season,7,2,GSW
27,-12,1,.200,5,7,@,0,7,2014-12-25,5,.417,12,3,.750,4,28,1,1,11.4,35:59,2,LAC,3,14,L (-14),2,2014-2015,Regular Season,5,9,GSW
28,+18,4,.444,9,6,,0,2,2014-12-27,9,.500,18,3,.750,4,29,1,1,19.9,30:32,1,MIN,3,25,W (+13),3,2014-2015,Regular Season,3,3,GSW
29,+28,3,.500,6,9,,0,3,2014-12-30,4,.571,7,2,1.000,2,30,1,1,15.7,26:43,0,PHI,3,13,W (+40),3,2014-2015,Regular Season,3,3,GSW
30,+25,5,.455,11,12,,0,3,2015-01-02,10,.556,18,7,1.000,7,31,1,1,33.9,33:54,2,TOR,3,32,W (+21),1,2014-2015,Regular Season,0,5,GSW
31,+15,1,.250,4,6,,0,9,2015-01-05,7,.500,14,4,1.000,4,32,1,1,20.1,31:17,0,OKC,2,19,W (+26),4,2014-2015,Regular Season,2,9,GSW
32,+12,4,.500,8,15,,0,3,2015-01-07,8,.471,17,1,1.000,1,33,1,1,20.7,34:47,0,IND,5,21,W (+15),4,2014-2015,Regular Season,5,3,GSW
33,+10,3,.375,8,10,,0,1,2015-01-09,8,.533,15,4,1.000,4,34,1,1,23.6,35:00,0,CLE,1,23,W (+18),2,2014-2015,Regular Season,1,1,GSW
34,+17,4,.444,9,11,@,0,2,2015-01-13,10,.625,16,3,1.000,3,35,1,1,25.3,29:13,0,UTA,2,27,W (+11),0,2014-2015,Regular Season,2,2,GSW
35,+11,7,.700,10,3,,0,3,2015-01-14,11,.579,19,3,.600,5,36,1,1,25.3,32:06,2,MIA,1,32,W (+15),2,2014-2015,Regular Season,3,5,GSW
36,-4,2,.333,6,6,@,0,3,2015-01-16,6,.462,13,5,1.000,5,37,1,1,12.6,31:12,0,OKC,2,19,L (-12),2,2014-2015,Regular Season,6,3,GSW
37,+25,2,.250,8,11,@,1,4,2015-01-17,9,.500,18,7,.875,8,38,1,1,30.3,33:00,3,HOU,0,27,W (+25),3,2014-2015,Regular Season,2,7,GSW
38,+18,2,.400,5,8,,2,0,2015-01-19,7,.538,13,4,1.000,4,39,1,1,20.6,25:14,1,DEN,2,20,W (+43),1,2014-2015,Regular Season,1,1,GSW
39,+23,3,.600,5,10,,0,1,2015-01-21,7,.583,12,5,.833,6,40,1,1,18.5,33:39,2,HOU,3,22,W (+13),1,2014-2015,Regular Season,6,3,GSW
40,+20,2,.286,7,11,,0,3,2015-01-23,3,.273,11,2,1.000,2,41,1,1,8.8,29:03,1,SAC,0,10,W (+25),2,2014-2015,Regular Season,6,4,GSW
41,+6,1,.200,5,11,,0,4,2015-01-25,6,.375,16,9,1.000,9,42,1,1,20.7,33:03,0,BOS,1,22,W (+3),2,2014-2015,Regular Season,3,4,GSW
42,-3,2,.222,9,9,,0,4,2015-01-27,9,.391,23,1,1.000,1,43,1,1,14.8,42:58,0,CHI,3,21,L (-2),3,2014-2015,Regular Season,3,4,GSW
43,-11,5,.455,11,6,@,0,6,2015-01-30,10,.455,22,7,.778,9,44,1,1,27.1,33:59,1,UTA,1,32,L (-10),3,2014-2015,Regular Season,2,7,GSW
44,+23,4,.444,9,7,,1,3,2015-01-31,9,.391,23,3,1.000,3,45,1,1,19.9,37:26,1,PHO,2,25,W (+19),2,2014-2015,Regular Season,1,4,GSW
45,+7,2,.333,6,9,@,0,5,2015-02-03,6,.400,15,9,.900,10,46,1,1,22.5,28:34,0,SAC,2,23,W (+25),3,2014-2015,Regular Season,2,5,GSW
46,0,10,.625,16,4,,0,4,2015-02-04,16,.615,26,9,.818,11,47,1,1,39.2,36:57,0,DAL,3,51,W (+14),1,2014-2015,Regular Season,3,4,GSW
47,-5,4,.444,9,9,@,2,2,2015-02-06,8,.421,19,6,.857,7,48,1,1,23.6,36:12,0,ATL,3,26,L (-8),2,2014-2015,Regular Season,1,2,GSW
48,+19,5,.556,9,0,@,0,4,2015-02-07,8,.444,18,1,.333,3,49,1,1,13.4,31:19,2,NYK,0,22,W (+14),2,2014-2015,Regular Season,3,6,GSW
49,0,3,.250,12,6,@,0,5,2015-02-09,7,.350,20,3,.750,4,50,1,1,15.3,31:45,0,PHI,2,20,W (+5),3,2014-2015,Regular Season,1,5,GSW
50,0,2,.200,10,8,@,0,3,2015-02-11,9,.391,23,5,1.000,5,51,1,1,20.0,35:30,2,MIN,1,25,W (+3),3,2014-2015,Regular Season,3,5,GSW
51,+22,4,.500,8,11,,0,4,2015-02-20,8,.471,17,5,1.000,5,52,1,1,26.4,31:53,0,SAS,2,25,W (+11),4,2014-2015,Regular Season,2,4,GSW
52,+1,5,.556,9,8,@,0,0,2015-02-24,11,.611,18,5,1.000,5,53,1,1,31.0,33:49,0,WAS,1,32,W (+7),2,2014-2015,Regular Season,0,0,GSW
53,-10,3,.333,9,6,@,0,3,2015-02-26,5,.294,17,5,1.000,5,54,1,1,9.0,33:50,0,CLE,3,18,L (-11),1,2014-2015,Regular Season,4,3,GSW
54,+33,3,.750,4,5,@,0,3,2015-02-27,8,.615,13,3,1.000,3,55,1,1,22.6,25:01,3,TOR,0,22,W (+24),2,2014-2015,Regular Season,2,6,GSW
55,+8,5,.625,8,5,@,0,4,2015-03-01,14,.636,22,4,1.000,4,56,1,1,27.5,37:38,0,BOS,1,37,W (+5),1,2014-2015,Regular Season,5,4,GSW
56,+1,6,.500,12,7,@,0,2,2015-03-02,8,.500,16,4,1.000,4,57,1,1,18.9,29:16,0,BRK,4,26,L (-2),1,2014-2015,Regular Season,4,2,GSW
57,+6,6,.462,13,11,,2,1,2015-03-04,6,.375,16,1,.500,2,58,1,1,15.0,36:35,0,MIL,3,19,W (+9),2,2014-2015,Regular Season,5,1,GSW
58,+23,5,.625,8,7,,1,2,2015-03-06,6,.545,11,5,.833,6,59,1,1,20.7,30:53,0,DAL,2,22,W (+15),2,2014-2015,Regular Season,3,2,GSW
59,+15,2,1.000,2,4,,0,1,2015-03-08,3,.333,9,4,1.000,4,60,1,1,8.6,31:58,0,LAC,1,12,W (+8),3,2014-2015,Regular Season,4,1,GSW
60,+23,7,.538,13,5,@,0,3,2015-03-09,14,.583,24,1,.500,2,61,1,1,29.7,35:46,3,PHO,3,36,W (+18),4,2014-2015,Regular Season,4,6,GSW
61,+8,1,.143,7,11,,0,4,2015-03-11,4,.267,15,0,,0,62,1,1,7.3,33:57,1,DET,1,9,W (+7),1,2014-2015,Regular Season,3,5,GSW
62,+30,6,.600,10,11,,0,3,2015-03-14,8,.533,15,3,1.000,3,63,1,1,27.5,26:56,0,NYK,2,25,W (+31),3,2014-2015,Regular Season,1,3,GSW
